order_item_id,order_id,product_id,quantity,unit_price,discount_rate,tax_rate
OI000385,O000147,P0178,3,14.96,0.15,0.08875
OI000386,O000148,P0040,5,78.37,0.0,0.0825
OI000387,O000149,P0052,1,32.01,0.2,0.0825
OI000388,O000149,P0191,1,49.75,0.2,0.0825
OI000389,O000150,P0114,2,60.51,0.0,0.06
OI000390,O000151,P0163,4,54.32,0.05,0.0
OI000391,O000151,P0152,2,76.59,0.05,0.0
OI000392,O000151,P0076,2,71.78,0.2,0.0
OI000393,O000151,P0154,3,30.04,0.0,0.0
OI000394,O000152,P0082,5,15.44,0.05,0.06625
OI000395,O000153,P0059,2,126.35,0.05,0.029
OI000396,O000153,P0151,4,26.15,0.1,0.029
OI000397,O000154,P0103,1,12.98,0.2,0.08
OI000398,O000154,P0094,2,8.53,0.0,0.08
OI000399,O000155,P0059,5,141.21,0.1,0.06
OI000400,O000155,P0049,4,68.76,0.0,0.06
OI000401,O000155,P0125,4,92.25,0.0,0.06
OI000402,O000156,P0162,3,14.09,0.1,0.0625
OI000403,O000156,P0041,5,117.26,0.0,0.0625
OI000404,O000156,P0087,5,40.88,0.2,0.0625
OI000405,O000157,P0177,4,57.67,0.15,0.06625
OI000406,O000157,P0060,3,39.05,0.05,0.06625
OI000407,O000157,P0081,2,19.04,0.05,0.06625
OI000408,O000158,P0136,4,77.37,0.2,0.0815
OI000409,O000159,P0092,5,86.18,0.05,0.07
OI000410,O000159,P0159,3,24.01,0.05,0.07
OI000411,O000159,P0124,5,159.07,0.0,0.07
OI000412,O000160,P0067,3,217.15,0.2,0.089
OI000413,O000160,P0053,4,23.22,0.1,0.089
OI000414,O000160,P0037,2,134.51,0.1,0.089
OI000415,O000161,P0005,3,238.69,0.05,0.06625
OI000416,O000161,P0032,2,12.43,0.2,0.06625
OI000417,O000161,P0014,4,20.08,0.2,0.06625
OI000418,O000162,P0128,1,15.68,0.0,0.0825
OI000419,O000162,P0017,5,58.07,0.2,0.0825
OI000420,O000163,P0135,4,111.08,0.1,0.0
OI000421,O000164,P0123,1,97.82,0.0,0.0725
OI000422,O000164,P0011,2,93.68,0.0,0.0725
OI000423,O000165,P0054,2,68.56,0.0,0.089
OI000424,O000166,P0069,5,74.26,0.0,0.08875
OI000425,O000166,P0143,3,8.74,0.05,0.08875
OI000426,O000166,P0096,4,132.75,0.05,0.08875
OI000427,O000167,P0052,5,34.98,0.05,0.0815
OI000428,O000167,P0195,2,40.21,0.05,0.0815
OI000429,O000168,P0128,4,17.23,0.1,0.0625
OI000430,O000168,P0185,4,16.44,0.0,0.0625
OI000431,O000169,P0001,4,28.64,0.0,0.08875
OI000432,O000169,P0078,1,56.89,0.0,0.08875
OI000433,O000169,P0114,2,64.99,0.2,0.08875
OI000434,O000170,P0031,1,15.5,0.1,0.1025
OI000435,O000170,P0163,2,50.04,0.0,0.1025
OI000436,O000171,P0111,1,61.38,0.0,0.0815
OI000437,O000171,P0120,1,31.9,0.05,0.0815
OI000438,O000171,P0106,3,73.5,0.0,0.0815
OI000439,O000171,P0045,3,42.3,0.05,0.0815
OI000440,O000172,P0074,3,27.88,0.05,0.07
OI000441,O000173,P0120,3,28.04,0.2,0.07
OI000442,O000173,P0089,4,63.3,0.1,0.07
OI000443,O000173,P0197,3,23.51,0.0,0.07
OI000444,O000174,P0154,5,31.79,0.2,0.0
OI000445,O000174,P0088,2,52.65,0.15,0.0
OI000446,O000175,P0190,3,12.32,0.05,0.05125
OI000447,O000175,P0059,3,137.39,0.1,0.05125
OI000448,O000176,P0184,5,34.72,0.1,0.06625
OI000449,O000176,P0001,2,29.47,0.2,0.06625
OI000450,O000177,P0018,3,40.42,0.0,0.029
OI000451,O000178,P0163,4,58.4,0.1,0.029
OI000452,O000178,P0158,3,170.52,0.05,0.029
OI000453,O000178,P0152,4,81.98,0.1,0.029
OI000454,O000178,P0011,5,91.1,0.1,0.029
OI000455,O000179,P0117,4,102.62,0.0,0.1025
OI000456,O000180,P0130,4,26.65,0.0,0.08
OI000457,O000181,P0176,2,40.74,0.0,0.0825
OI000458,O000182,P0059,1,127.64,0.0,0.07
OI000459,O000182,P0183,2,117.19,0.15,0.07
OI000460,O000182,P0114,5,55.83,0.1,0.07
OI000461,O000182,P0180,3,101.53,0.1,0.07
OI000462,O000183,P0122,2,98.08,0.0,0.1025
OI000463,O000183,P0103,1,12.12,0.0,0.1025
OI000464,O000183,P0130,5,27.19,0.0,0.1025
OI000465,O000184,P0192,4,32.89,0.0,0.0825
OI000466,O000184,P0180,5,101.43,0.0,0.0825
OI000467,O000185,P0055,5,120.34,0.15,0.0625
OI000468,O000185,P0026,1,43.12,0.0,0.0625
OI000469,O000185,P0045,5,43.18,0.0,0.0625
OI000470,O000185,P0100,4,213.23,0.0,0.0625
OI000471,O000186,P0050,3,13.09,0.15,0.0825
OI000472,O000187,P0062,5,76.95,0.0,0.089
OI000473,O000187,P0154,4,31.63,0.1,0.089
OI000474,O000188,P0079,4,191.01,0.2,0.0
OI000475,O000188,P0121,5,52.85,0.2,0.0
OI000476,O000188,P0131,5,12.59,0.15,0.0
OI000477,O000189,P0081,2,18.08,0.05,0.1025
OI000478,O000189,P0083,2,124.16,0.15,0.1025
OI000479,O000190,P0053,5,23.6,0.2,0.029
OI000480,O000190,P0119,3,107.78,0.0,0.029
OI000481,O000190,P0149,5,68.47,0.05,0.029
OI000482,O000191,P0097,5,165.45,0.0,0.08
OI000483,O000192,P0153,4,67.7,0.0,0.0825
OI000484,O000192,P0028,3,46.38,0.0,0.0825
OI000485,O000192,P0122,1,88.81,0.15,0.0825
OI000486,O000192,P0112,2,39.69,0.2,0.0825
OI000487,O000193,P0196,4,108.39,0.15,0.07
OI000488,O000193,P0057,1,189.84,0.0,0.07
OI000489,O000193,P0044,5,105.44,0.05,0.07
OI000490,O000194,P0057,1,162.9,0.2,0.07
OI000491,O000194,P0072,3,51.41,0.15,0.07
OI000492,O000195,P0139,3,17.97,0.2,0.0815
OI000493,O000196,P0037,5,142.98,0.2,0.0815
OI000494,O000196,P0181,4,93.65,0.1,0.0815
OI000495,O000196,P0020,2,113.63,0.05,0.0815
OI000496,O000197,P0147,1,49.59,0.2,0.1025
OI000497,O000197,P0089,4,65.6,0.0,0.1025
OI000498,O000197,P0093,4,45.52,0.0,0.1025
OI000499,O000197,P0098,3,138.35,0.05,0.1025
OI000500,O000198,P0158,5,162.1,0.0,0.07
OI000501,O000199,P0159,1,24.35,0.2,0.029
OI000502,O000200,P0200,4,15.37,0.05,0.1025
OI000503,O000201,P0043,4,24.92,0.0,0.077
OI000504,O000201,P0013,2,46.47,0.05,0.077
OI000505,O000202,P0074,4,29.99,0.1,0.0825
OI000506,O000203,P0033,5,24.18,0.05,0.077
