customer_na_attributes_sk,site_sk,site,customer_no,customer_sk,na_national_operator_cd,na_national_operator_name,rtm_national_acct_vp,rtm_national_acct_director,rtm_national_channel_code,rtm_national_channel_desc,na_national_operator_acct_graduation_ind,rtm_national_chain_code,rtm_national_chain_desc,rtm_national_sub_channel_desc,rtm_national_sub_channel_code,na_national_operator_banner_srv_lvl_cd,na_national_operator_banner_srv_lvl_desc,na_national_operator_concept_banner_cd,na_national_operator_concept_banner_name,univ_customer_no,na_retailer_store_id,na_retailer_store_desc,na_national_operator_customer_industry_cd,na_national_operator_customer_industry_desc,na_national_operator_customer_line_of_business_cd,na_national_operator_customer_line_of_business_desc,na_national_operator_unit_program_autonomy_cd,na_national_operator_unit_program_autonomy_desc,na_national_operator_proprietor_franchise_ownership,na_national_customer_in_compliance_ind,load_dt,modified_dt,modified_user,src_desc,source_system,is_deleted,check_sum,retailer_store_id,retailer_store_banner,retailer_store_assortment_group_desc,retailer_store_group_desc,retailer_store_beer_group_desc,retailer_store_spirit_group_desc,retailer_store_wine_group_desc
516163629,100010,1HTLO1H46,2MLVWKYFBBLPKPR,9ZD1K27ZHQU2R4,UZ1TQS4X6FF,DESC_10,QOP3BS86H9A9H2E,53BNQ,86PEGUZIIQZYFV4,DESC_10,Y,ND7YGW2IICJW7,DESC_10,DESC_10,Z5HIZ3OJAAVYP4,WIOXGOOG,DESC_10,ZSEHLCWG,DESC_10,YVF1DTF9CJS68YL,HSBF2MEU6XND3,DESC_10,N,Y,DCORPR8BWS4NK,DESC_10,NEEWYD,DESC_10,AP7MIV3,Y,2024-06-12 07:28:18.000000,2025-11-08 19:51:10.000000,TRTRIMEL9S60XZ8,DESC_10,ALH5I,BVSNGX7O,C4EUI4KDJAO6,NHR841Q6TPNWG,FYC9EW5X5E0,DESC_10,DESC_10,DESC_10,DESC_10,DESC_10
755207951,100011,4CMN7M,2ZD,1JET8,HKYR,DESC_11,460,Y4ZD5LQ7YG3Y,BJG4,DESC_11,N,NC53F75FTR1ZG,DESC_11,DESC_11,1AUNQ6VIDFF68M,RC6ZUEF5Y,DESC_11,43W,DESC_11,XJOEPBI97ZEK,SBKQCRA,DESC_11,N,Y,SDE0A4J8,DESC_11,0IXM,DESC_11,MJ8GYKX,N,2025-01-05 07:58:49.000000,2024-11-09 05:45:04.000000,2ET6L8C5XN,DESC_11,ISC2UUU9N018,3ZXAFX9H4J6,GQAB496U72H,DGG,WMN0N,DESC_11,DESC_11,DESC_11,DESC_11,DESC_11
308891946,100012,SYC6,HWGO7ONVT9XZ0M,G7DOLOW1BWIC5KR,RB1CFDIO2998Z,DESC_12,8TOZ5H09XAD8H4,4QXVJ1Z,DYY5D5JT,DESC_12,N,MBKDJI4R8DK,DESC_12,DESC_12,TTP0HUUZQ4B,RQMWNGIAYOU8,DESC_12,MXN3C04H,DESC_12,0ZI4UC1M9,TL5WT23B,DESC_12,N,N,FF4I8RNRTO,DESC_12,AGW8,DESC_12,FBZ9SK065EVID,Y,2024-10-22 01:11:56.000000,2025-03-12 19:01:04.000000,VGQ6W,DESC_12,QWE6,NUAUULUATTDPXU,Q7QEDEF0WGRES,09YT3GA9OAE,RY51SV6090N,DESC_12,DESC_12,DESC_12,DESC_12,DESC_12
152411815,100013,ZBJFH9HEA26O4OZ,AX37,CWXN9EC,9F0A,DESC_13,3F0OHEV0RTV,LRZMS3COJ7LV,P51,DESC_13,N,38UELP4WX7MFN3,DESC_13,DESC_13,VUTZ14ZIVT,CWB7C5BPVN,DESC_13,JDJ02XT0HV5X8,DESC_13,4UXNOG4JFSHGKV,BK4V93MQQW5,DESC_13,N,Y,2R65HH,DESC_13,BVLQ0C4UBQFKR,DESC_13,DJ0V69270C,N,2024-08-03 07:18:38.000000,2024-07-15 17:25:07.000000,BLQQ474M8J3,DESC_13,72A1TOAGG,0LL,0U2WN6N,S16BQAD,C1943ECU2FU4H59,DESC_13,DESC_13,DESC_13,DESC_13,DESC_13
526763780,100014,TJYX2BN22M8Y4,QWN,TFA0Y0SM,UO2IR1036AIP7HN,DESC_14,BT2ND448,9I1W9LZGPQIDYP,L9TJYW,DESC_14,Y,5M64,DESC_14,DESC_14,Y61MNUCMZ2UB2,9MT40ZXE,DESC_14,0MEAFAW7X,DESC_14,24BJJ0KO6P2GMKG,JKAFL,DESC_14,Y,N,JPH0LBZ1MIO,DESC_14,4VXU4CMT,DESC_14,3D0W5B,N,2024-05-27 16:37:49.000000,2025-03-25 23:30:52.000000,QWSBQIOD,DESC_14,7OPP1DQTM5E,3NB4,M4Z4UG49546TJH,OUSPOW5407TKKNK,AWFAOSUKYQ2C6H,DESC_14,DESC_14,DESC_14,DESC_14,DESC_14
211913535,100015,SST861ITCERHREH,K5JW01NS,1YRG42Y,S3CZUUR2,DESC_15,6WKA5,R4OE72D9R17FN,6UJOAUG8QPT,DESC_15,Y,PXF98GJ,DESC_15,DESC_15,86MPXJQVK1DKEUX,3KPO,DESC_15,PQO70,DESC_15,N0IGUM9,VUJJUDOYUA1V2X0,DESC_15,N,N,J58FM8ICAZ,DESC_15,8QSXQCU,DESC_15,NHRLF1LI5,N,2025-08-09 21:01:19.000000,2025-08-25 01:18:49.000000,0XMA4S0FR64,DESC_15,YEOI,18U9NFDQ9MN89,S0ZUT73SWVVK0L,ZUHLT03MYZDQ3,SXD7CAAI4,DESC_15,DESC_15,DESC_15,DESC_15,DESC_15
424326411,100016,W6ML1NBISVM,PHWYFNEQ,HXRGWX,GFWWMTTVQQMZ,DESC_16,JRIWVEYWM74E5B,1AQF867536,NRBP7WAMH7,DESC_16,N,AA4A,DESC_16,DESC_16,9IL30UWXU5J86OL,JJ9E8UF3URTB4,DESC_16,4N5T,DESC_16,8NTGSSITKQR43,IMJFPE,DESC_16,Y,N,6BKUZ54EV1M9,DESC_16,CHEOYGXHCUO3SP9,DESC_16,NUU9V57ZXRIYV,N,2025-01-04 18:53:28.000000,2025-10-13 19:44:51.000000,2U3,DESC_16,OMO,5SS20JOLNB,FL0832,W0D,AP5W63WWY4JY,DESC_16,DESC_16,DESC_16,DESC_16,DESC_16
383189749,100017,44222MZPRY8,MS3VHDNDL,3O6,LXKJAP366BRQ5,DESC_17,Y569M63ZYJ87RB,ZL2B23A9XMFRYGI,6IVREA4HUD5,DESC_17,N,HHUAJD,DESC_17,DESC_17,ERYQGDPCHHDAXJ,MKQYD,DESC_17,CMMCLTKUBONI4I9,DESC_17,TI7IFFQBE19M9TG,RL4DKGSH1HGME,DESC_17,N,Y,FUJE2,DESC_17,HYBA5H9PP,DESC_17,EKD,N,2025-04-25 05:16:41.000000,2024-10-12 21:42:49.000000,7PBGK,DESC_17,USCAZWU010JF,1F60PK5EPS,U0OUC8E,HLCG,DSDMT122U1Y3H9S,DESC_17,DESC_17,DESC_17,DESC_17,DESC_17
887616774,100018,HBTW0,RJ6G3,XYR5,T6BOY6F85YT4R,DESC_18,DO3XQF,W9F8MQV8YX,B69EDO3DJUNMIL,DESC_18,Y,9EMOLSK,DESC_18,DESC_18,LRGJ,VJ1V,DESC_18,EYTA7MX2ATWVE,DESC_18,TI7H,E8VNRPRJK66X94,DESC_18,N,Y,DSSQMXTY33T3G,DESC_18,9PGDY06J0YCRSGV,DESC_18,4OXSKJTZPCWYBX8,N,2024-03-22 13:27:13.000000,2025-09-17 18:01:43.000000,OZ3LGS0KC,DESC_18,VBGQ02O,TVHJ14YZU592G,84A6YIQ5GCE,L767E98J8V680U,RJR5V4JTBW4ADSL,DESC_18,DESC_18,DESC_18,DESC_18,DESC_18
699355096,100019,FMJN1LE11MH,L77X,31CXEEFXQ,WMYHYCJTI,DESC_19,O3Q9OFD,ZD9V6XSYM8YND,FWP9T61Q49,DESC_19,N,D1E,DESC_19,DESC_19,Z6XQ,U13,DESC_19,K8WM,DESC_19,GR7W6TUX0DP6FY6,MKO8EOB,DESC_19,N,N,QNUA,DESC_19,EVO61K8SCNT2,DESC_19,VNVPOLDDHOY,Y,2025-11-26 21:57:25.000000,2024-09-01 19:05:55.000000,GKGI0G6HPZF729,DESC_19,7PMU3UB,TCN0PQTT6J5QCS9,PTZHRH65759VCNA,KBLQ,YI2B5LOHWV3J,DESC_19,DESC_19,DESC_19,DESC_19,DESC_19
292526996,100020,XAVOX6GEYUH0,D1WTV1PYBWOL,NW156CYTHF907FA,OPHBFV,DESC_20,2XG32RI4WADZ8,ZHHT2B1ALB,VE2JRO7QN,DESC_20,N,D2UTN,DESC_20,DESC_20,22U8L,7HN8OIPM6I2DZ,DESC_20,APSMJFYH9MI5M,DESC_20,NNR42O,29FKPKTM,DESC_20,N,Y,UA56V3,DESC_20,NNV1JGW9LJ,DESC_20,8RX,N,2024-04-18 23:27:43.000000,2024-02-29 20:16:57.000000,LXBDYK7TQJ5EN16,DESC_20,482EUQQ4,RL40S85CY4X,F6KC81D,XJKVSD,IWI36ZV2,DESC_20,DESC_20,DESC_20,DESC_20,DESC_20
167660168,100021,39WHNKXL,8AI56EJL3Q,14135FBPP257,5J7SCQ,DESC_21,A3VEHIR6X2FJZ,URUHUQ,LIVBDCINJ5TS,DESC_21,N,KHZWEGRBJ6DCO,DESC_21,DESC_21,UAC,G7XWY1I7Y,DESC_21,UQHWNKV,DESC_21,RGS,JKHUD,DESC_21,N,Y,UFDNDA4J2ANB5,DESC_21,5J2M1LNXCWKNV1Y,DESC_21,BLI285LU9T3FS86,N,2025-10-01 06:44:04.000000,2024-07-10 04:06:01.000000,GXK0FI,DESC_21,5F1DWITBD3HYL8O,4LLIPL29PXBLBZ2,6LB3GNN,532L4K3O,EAE0EJ83,DESC_21,DESC_21,DESC_21,DESC_21,DESC_21
212803695,100022,8BEHIP,99NID46,MLY772,744V0PHL,DESC_22,TKO4HTJ60WZT4NR,A716NAQRCYJ,WX5IOY0NOL,DESC_22,N,CPB5P2B5,DESC_22,DESC_22,SUV36P7EQ96GPMI,3TRO,DESC_22,JWIV4DF8QPS5TZ,DESC_22,EEER1U6,5AEHY,DESC_22,Y,Y,NE4,DESC_22,VFHO6RXHI0W,DESC_22,U0F9YXK60GIV0S,Y,2025-05-27 12:22:56.000000,2024-06-04 09:50:57.000000,RWA,DESC_22,70CC7A6N,OKLL3Z4USA368C,2R8W6,1N8KO86,RRDA6ALW5AW,DESC_22,DESC_22,DESC_22,DESC_22,DESC_22
959399487,100023,CVADWMP0FCNT,GV51UI8YW5,HZY40BO,DAV2CSCDLOCVO3P,DESC_23,V5K9Q,CMRMHL,IICQIXUVU,DESC_23,N,X7QGLC6ZU4V,DESC_23,DESC_23,5X0CO12,K1RQE0253WKWGF,DESC_23,BI7,DESC_23,OBS8KY5F,0ZK3CYO,DESC_23,N,N,KA65WPKUU,DESC_23,2ZQT,DESC_23,QQB6,N,2025-08-06 09:18:31.000000,2025-12-18 00:48:58.000000,Z9P67BO9,DESC_23,FZXNGY,KFY5AMK,YT08BMCNKY3GPY9,6RUSW5,0PRHXRMHH2ZUITW,DESC_23,DESC_23,DESC_23,DESC_23,DESC_23
310218681,100024,XSPP,L9MBDF,9O5C,BKP4Z4,DESC_24,QLX2BBQW9,LD9W8DWEGU,HRCJDGU594N37,DESC_24,Y,XEZTC3FS3N4,DESC_24,DESC_24,XYVMP,V8WD5,DESC_24,A5PPWA7CB84GWC,DESC_24,NSHCY0,LFH,DESC_24,N,N,FHU,DESC_24,5HAD34N0XAGIV3,DESC_24,A4Z,Y,2024-09-21 15:29:10.000000,2025-09-08 02:24:47.000000,A0JT1GVCWEM,DESC_24,8IU8DUN,4AO4BKG3DHMHA,DTK1O8RWQJXNH2,WQVV5TF8Q1BQQU,DVTIGAS7LAZF,DESC_24,DESC_24,DESC_24,DESC_24,DESC_24
632853184,100025,GBMY6AF3B,FC0U3O4ROU8K,UHLXKZCB0WI,5SA0MIBH,DESC_25,Y5J5,URWETID9LDDSYV,0DCUC7FML80Y,DESC_25,N,QWI,DESC_25,DESC_25,6Y7TEOI,PE1OZDUQP,DESC_25,S2OYJHQZU,DESC_25,I3W3E,DQ1SW5,DESC_25,Y,Y,VYMZTT,DESC_25,ICBLB,DESC_25,OIYRK4I,Y,2024-09-19 16:45:14.000000,2024-02-22 18:38:16.000000,O10NC7ZDL8M8W,DESC_25,408JS2KKGASOW,JIFY1C5R,I8C7UMAXQ2X2IN,TMOW86ZCOI,03S2TD4D,DESC_25,DESC_25,DESC_25,DESC_25,DESC_25
695512399,100026,3RTQ45GRY1SIWY,ZD8KZTWG,8QVS,ANVUBQXF9CXZ9E,DESC_26,GSK1LRCEA,YLVQMNW40F60,R3IHA9Q1SEV,DESC_26,N,D29ACZ29YL,DESC_26,DESC_26,O4GPVQ0YXCE4,0QG5B2SERY5C,DESC_26,MFLF,DESC_26,W62MQ42,4KYL,DESC_26,N,N,G0T,DESC_26,1B3TSV3I17L,DESC_26,4NTPLCX5CIM1QR,Y,2024-05-13 22:27:37.000000,2024-06-20 17:20:40.000000,VHYE1ULLRPPEFOY,DESC_26,5TX3DBNIR,C8M8JO,YLVXCY0V83,NC4,U0WSVSC,DESC_26,DESC_26,DESC_26,DESC_26,DESC_26
815871581,100027,FWHOQF6,V2MKO,O6C56Y5WV94Y,UNOVXB32K7E,DESC_27,BR840BMX7JAK7L,U49ZX191FIHGSQL,R8EMRL7U,DESC_27,Y,LXJPE7NAKA,DESC_27,DESC_27,LIAAUT,HWBSO0EWJOYZOLW,DESC_27,ZFWIVDU5ZP,DESC_27,9YLED2YYT,KIIDFP,DESC_27,N,N,E39ECIUDNFB4D,DESC_27,F9VDDJNLCOU,DESC_27,KHKT97,N,2025-09-30 23:03:25.000000,2025-10-21 03:01:12.000000,F3Y7GWVJY9RXZQ,DESC_27,AF7G8RHMLV8O0NP,RIGCX0,JLQ3TSJ2JG5,YMU0A65L1VDC,SP35,DESC_27,DESC_27,DESC_27,DESC_27,DESC_27
921692415,100028,TW09OSXA,Y7Q6ON89,YA7BKPAJ920L,IJ409OOUAKK,DESC_28,GFVGVHLLT,WTR1SMHXG6,8AG8C9,DESC_28,N,HVB,DESC_28,DESC_28,VGXKJ7F4CU6B,2EAFGJQB8R63Z68,DESC_28,5FUG4ZLEKCY,DESC_28,ZGAY69UK0R,P82OJDSA3UTBC,DESC_28,N,Y,9GOISR,DESC_28,7JU1OKE1QTDLTEZ,DESC_28,RX3G2R59W99,Y,2024-01-11 06:21:31.000000,2024-09-25 04:15:29.000000,4CEKOFCM5KG,DESC_28,D68AE5,UD9KH2S46,KLPKT040GCA,S84,HULD1QKP7OC6AS7,DESC_28,DESC_28,DESC_28,DESC_28,DESC_28
126475723,100029,IR0CT,KHVPTW1N6SFA6QW,TC9UG46CJ,DAX5G,DESC_29,MFYZC,I7RSUY,3JZ2TA,DESC_29,Y,GRJTP7IBQLG,DESC_29,DESC_29,DNFL2CBD9,6BXH471P5,DESC_29,YNBOT6ETASXCO,DESC_29,LDMM3012J7LHDD,5OFK,DESC_29,Y,N,RLJBARKDEX0N08Z,DESC_29,2PZ,DESC_29,LOGJ6S1NR,N,2025-05-12 10:29:17.000000,2024-02-08 13:43:53.000000,FNM,DESC_29,WXANGY89IPRM1ZW,2G5YAAAPNAE5,JZBM9DV,BWFOY2HUK,2N17617YU2TD34U,DESC_29,DESC_29,DESC_29,DESC_29,DESC_29
738312508,100030,OBEYQ104L3,UYS96NZ6K3ZYG,V5REVF2JO1W32H9,LOF1BVLAEV9XB4F,DESC_30,BIE2WY0SQHRJ3T,JPEHKIO950ADUW3,0GBVZQ,DESC_30,Y,HRS,DESC_30,DESC_30,ZV8F,8DZR,DESC_30,F7KIQ6C0,DESC_30,BU2QD,Z59Y0BW0FXORJ,DESC_30,Y,N,N5FH,DESC_30,7G1T011HTWJ,DESC_30,W9F73VG9FF,N,2025-05-25 12:11:30.000000,2025-02-02 16:44:41.000000,GGBSK5W99,DESC_30,49GN30NDP1O,JERKE49PA,JHU6SO8Q4QCC,4Z681PVVBPM,8L9MJJ76CWEB,DESC_30,DESC_30,DESC_30,DESC_30,DESC_30
922419103,100031,0HY,NA3J,4WPIQNBV,OHHKZU,DESC_31,S1IPA16XYB1,Z1AUQ39F,ZSBNLD9H6VA3QO,DESC_31,N,UHJS4VB0Q1,DESC_31,DESC_31,JBPKNQPYDLAEHY,Z5EWBBEP2WP,DESC_31,JYC09J5G1LSUW,DESC_31,7N884FJ,MIDAUQXB7SDK02W,DESC_31,N,Y,QOFYA,DESC_31,0BP35FS4V2F7H,DESC_31,2OYB,N,2024-12-08 03:34:15.000000,2025-11-26 20:34:25.000000,YGRHON,DESC_31,P7EK3TJJBCMVNV,A2OXP7CALZ3K266,DTCR0YCYWCJDA,TDBK7,EBJT,DESC_31,DESC_31,DESC_31,DESC_31,DESC_31
384424867,100032,OZ4X30A6VH,P3IQZWO49FM9Y,40D7XCLZ0ZKKJ,NHT5KUA8,DESC_32,BBI,UMJON,PXSMWRGRS91,DESC_32,N,YS1E3Y,DESC_32,DESC_32,ZAA8,27H5,DESC_32,KOSBQ23C89FA5,DESC_32,PBCL3Q9H1O,B8OA856BV3,DESC_32,N,Y,JX4OLIRSZE9L8,DESC_32,MJD0OCKFD3J,DESC_32,HSWYC2UX5,Y,2025-05-27 22:20:53.000000,2025-09-21 01:53:14.000000,AQU1YHF7XL,DESC_32,2V88VDV86IER,2Z92C85BHNHRSZ,OJXLLQSG264TC7K,8FADT,HPHL413,DESC_32,DESC_32,DESC_32,DESC_32,DESC_32
855991233,100033,38L08789W7GABW,MKFY9ELE4GZ,XRAP3YFAWP,XA84WA1URBWFN,DESC_33,O6TCCNN3P,SZORLBK,N3FQ3Y,DESC_33,N,HMIQGY3,DESC_33,DESC_33,6F1H7L331X,V8SMAXVC,DESC_33,XNOE21,DESC_33,Y8GNV9LJXPR,JK01G,DESC_33,Y,Y,IM31TMJ8KL7SNA,DESC_33,QLC8HYH8N,DESC_33,CC77GZ55GGLT,Y,2024-07-09 19:56:47.000000,2025-01-01 04:55:30.000000,YK7RBE64MF6HB,DESC_33,EKU4XTJE3XRW,P5GK9OWEEXY6PH,Q61CY,ULJY5P9,9WOQ31GQU,DESC_33,DESC_33,DESC_33,DESC_33,DESC_33
964489779,100034,YMC28NAL7LUP2DE,27MT,2X014VP9EBGVX1N,04T2M5G,DESC_34,GN9Q9V807X,AFDJB7MRJS82SI2,Z8891WEZB8PQ,DESC_34,N,RO4Q3ZA1XLL9,DESC_34,DESC_34,Y39W2QFB2J,4QYK4ED6Z691I46,DESC_34,RI6F6,DESC_34,SJ1ZFXMO9620FJC,9LK1KBMPUL,DESC_34,Y,N,8VU2CADTRVFRBKT,DESC_34,OBWI1C8,DESC_34,7N4,Y,2024-11-22 10:09:37.000000,2025-03-04 10:27:47.000000,L8VEP2,DESC_34,1TA3Q8,NY998FIOKHA4XPO,TCO5MDIP,RUID9,DW5AM,DESC_34,DESC_34,DESC_34,DESC_34,DESC_34
653990435,100035,HOHZX6TFSFKK,HQCB72P6N,7NQ1K04CG0XN,8S4LL6O4GAYPU,DESC_35,KXG26P0562JCZZ0,JISH9,GEFD6XF,DESC_35,Y,ALJB6,DESC_35,DESC_35,419N,GKFH4CS2BA349WW,DESC_35,7MBELCGYZJ5XDB,DESC_35,8ZPQ,RUHJ,DESC_35,N,Y,MTLP2MBFPT,DESC_35,P6VKXEQKR98490Q,DESC_35,CHFTZ8,N,2024-08-06 01:13:57.000000,2024-06-29 11:29:22.000000,E5I,DESC_35,PFKGE0IJ,0HALWPA,DXVFFLC2R365DZ,2WLQUTRIK,X24K9,DESC_35,DESC_35,DESC_35,DESC_35,DESC_35
